superkingdom,phylum,class,order,family,genus,species,Species
Archaea,Candidatus Korarchaeota,NA,NA,NA,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,Archaea;Candidatus Korarchaeota;NA;NA;NA;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus sp. CCB_US3_UF1,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus sp. CCB_US3_UF1
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus taiwanensis,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus taiwanensis
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Marinithermus;Marinithermus hydrothermalis
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Oceanithermus;Oceanithermus profundus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus caldilimi,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus caldilimi
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus aquaticus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus thermophilus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus ruber,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus ruber
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus scotoductus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus parvatiensis,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus parvatiensis
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus silvanus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus brockianus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus brockianus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus oshimai
Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,Bacteria;Deinococcus-Thermus;Deinococci;Trueperales;Trueperaceae;Truepera;Truepera radiovictrix
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus;Dictyoglomus thermophilum
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus turgidum,Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus;Dictyoglomus turgidum
Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum,Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;Elusimicrobium minutum
Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Candidatus Endomicrobium trichonymphae,Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium trichonymphae
Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Endomicrobium proavitum,Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Endomicrobium proavitum
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes,Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus algifaecis,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;Tumebacillus algifaecis
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus avium,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;Tumebacillus avium
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia spormannii,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Kyrpidia;Kyrpidia spormannii
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus sp. TC,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sp. TC
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus sp. SO9,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sp. SO9
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,Effusibacillus dendaii,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Effusibacillus;Effusibacillus dendaii
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia tusciae,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Kyrpidia;Kyrpidia tusciae
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus acidocaldarius
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NSP9.1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. NSP9.1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SB49,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. SB49
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. JS,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. JS
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus varians,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus varians
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus xiamenensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus xiamenensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus mesonae,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus mesonae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sonorensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus thermocopriae,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus thermocopriae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus phosphorivorans,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus phosphorivorans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,Salimicrobium jeotgali,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salimicrobium;Salimicrobium jeotgali
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. GHH01,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. GHH01
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus subterraneus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus subterraneus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus genomosp. 1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus genomosp. 1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus jeotgali,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Mesobacillus;Mesobacillus jeotgali
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus amyloliquefaciens
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,[Bacillus] caldolyticus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;[Bacillus] caldolyticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia circulans,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia circulans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Weizmannia;Weizmannia coagulans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia filamentosa,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia filamentosa
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mycoides
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus psychrosaccharolyticus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus psychrosaccharolyticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Evansella,Evansella cellulosilytica,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Evansella;Evansella cellulosilytica
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sphaericus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus stearothermophilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus thermoglucosidasius
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus gobiensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus gobiensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus;Amphibacillus xylanus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus atrophaeus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus badius,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus badius
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus kaustophilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lederbergia,Lederbergia lenta,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lederbergia;Lederbergia lenta
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus methanolicus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus amyloliquefaciens,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lentibacillus;Lentibacillus amyloliquefaciens
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus pantothenticus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus pantothenticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia vini,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Heyndrickxia;Heyndrickxia vini
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus simplex,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus simplex
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus smithii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus halodenitrificans,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus halodenitrificans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus haikouensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus haikouensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus litoralis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Metabacillus;Metabacillus litoralis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus toebii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus toebii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus isosaccharinicus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;Anaerobacillus isosaccharinicus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus weihaiensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus weihaiensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus toyonensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. X1(2014),Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. X1(2014)
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus halophilus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus halophilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-22090,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-22090
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus sp. PDR2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus sp. PDR2
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus necropolis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus necropolis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus paralicheniformis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus glycinifermentans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus ciccensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus ciccensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-18017,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-18017
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus cucumis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus cucumis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus dafuensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus dafuensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus freudenreichii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus freudenreichii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. RZ2MS9,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. RZ2MS9
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. JS12,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. JS12
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus iheyensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FDAARGOS_235,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FDAARGOS_235
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B25(2016b),Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. B25(2016b)
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wiedmannii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus wiedmannii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ABP14,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. ABP14
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rossellomorea,Rossellomorea marisflavi,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Rossellomorea;Rossellomorea marisflavi
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus sp. 6R,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp. 6R
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus genomosp. 3,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus genomosp. 3
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus haynesii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus haynesii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus kamchatkensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus kamchatkensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 44B,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. 44B
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 44C,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. 44C
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 46C-IIa,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. 46C-IIa
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 47C-IIb,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. 47C-IIb
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shivajii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus shivajii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus gonensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus gonensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus krulwichiae,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus;Alkalihalobacillus krulwichiae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-45348,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-45348
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-42376,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-42376
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus phasianinus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus phasianinus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paranthracis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus paranthracis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pacificus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pacificus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus tropicus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tropicus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus albus,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus albus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mobilis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mobilis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus luti,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus luti
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nitratireducens,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus nitratireducens
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus zhaokaii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus zhaokaii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. HBCD-sjtu,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. HBCD-sjtu
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. SGAir0095,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sp. SGAir0095
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. YS11,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sp. YS11
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. DU-106,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. DU-106
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus timonensis,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus timonensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salicibibacter,Salicibibacter kimchii,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter;Salicibibacter kimchii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus capsici,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus capsici
